seller_ID;seller_name;type;member_since;country;address
539;hefaistos;Private;2011;Netherlands;
540;Reitina;Private;2015;France;
541;CardStore-Blois;Private;2015;France;
542;vale46;Private;2018;Switzerland;
543;Trons63;Private;2014;France;
544;tschudti;Private;2018;Germany;
545;Ersanto;Private;2019;Italy;
546;Alexsoul;Private;2018;France;
547;feanor986;Private;2014;Italy;
548;davebeelen;Private;2013;Netherlands;
549;saintseiya98;Private;2017;Portugal;
550;Altezio;Private;2013;Portugal;
551;ElFeeder;Private;2017;Portugal;
552;Abyssalia;Private;2018;Finland;
553;lauke101;Private;2015;Netherlands;
554;Enske92;Private;2016;Malta;
555;alec1012;Private;2020;Romania;
556;Mtgspot;Powerseller;2014;Poland;targowa 5, 41-503 chorzów, Poland
557;Diesler;Private;2019;Germany;
558;DuploCard;Private;2020;Netherlands;
559;CardgeekNL;Powerseller;2012;Netherlands;C D Tuinenburgstraat 193, 3078GD Rotterdam, Netherlands
560;elbonenet;Private;2017;Austria;
561;Larinski;Private;2013;Austria;
562;Goblin-Patron;Private;2009;Germany;
563;Hammy;Private;2017;United Kingdom;
564;Gretski15;Private;2021;United Kingdom;
565;BriXtreme;Private;2015;Germany;
566;Kumpel-Trading;Professional;2020;Germany;Kirschbaumsweg 8, 45149 Essen, Germany
567;TablerazeMontpellier;Professional;2018;France;4 Rue Joseph Vidal, 34000 Montpellier, France
568;HolmesFr;Professional;2020;France;4 Lieudit La Saudrais, 35760 Saint Grégoire , France
569;kajika46;Private;2015;Germany;
570;TJHollaar;Private;2017;Netherlands;
571;TiagoParracho;Private;2015;Portugal;
572;MichaelBondeDK;Private;2014;Denmark;
573;TheBoyz;Private;2021;Germany;
574;Pixie;Private;2015;Netherlands;
575;Sellerarjafin;Private;2019;Finland;
576;MoonVillage;Powerseller;2014;Germany;Saalmannstraße 7-9 , 13403 Berlin, Germany
577;Tarmogoyf;Professional;2008;Germany;Pelzerhakener Straße 30, 23730 Neustadt in Holstein, Germany
578;DualGames-Alicante;Professional;2017;Spain;García Andreu 24, 03007 Alicante, Spain
579;MerfolkTraders;Professional;2017;France;11 Rue Alfred Leyssenot, 16160 Gond-Pontouvre, France
580;Kap23;Private;2008;Germany;
581;exaltetangel;Private;2014;Switzerland;
582;maxime75018;Private;2009;France;
583;TradingCardsUnited;Professional;2018;Austria;Ghegagasse 29/22, 8020 Graz, Austria
584;Aberconda;Private;2015;Italy;
585;ManaMix;Private;2014;France;
586;Sinister123;Private;2011;Germany;
587;Mik1040;Private;2016;Belgium;
588;Midicards4281;Private;2019;Netherlands;
589;Nils97;Private;2016;Germany;
590;Llanowar82;Private;2014;Spain;
591;tserjio;Private;2015;Spain;
592;chrisa2;Private;2009;Austria;
593;geekfactory;Professional;2020;France;29 Rue Du Général Leclerc, 22400 Lamballe, France
594;sKarty;Private;2012;Portugal;
595;Wommelshausen;Private;2020;Netherlands;
596;Megatol;Private;2014;Spain;
597;k201244;Private;2017;Poland;
598;marcophone;Private;2013;France;
599;TDR62;Private;2019;United Kingdom;
600;Andre-P;Private;2015;Sweden;
601;tellez7;Private;2015;Spain;
602;MarioMirage;Private;2020;Croatia;
603;Secretenergy;Private;2018;Netherlands;
604;kevistrauss;Private;2017;Netherlands;
605;kasi87;Private;2020;Germany;
606;Haxan;Private;2019;Belgium;
607;Glendennan;Private;2020;United Kingdom;
608;Si7en;Private;2014;Italy;
609;biteul;Private;2012;France;
610;Enachel;Private;2016;France;
611;derstef;Private;2020;Belgium;
612;DonnieDarkoNL;Private;2013;Netherlands;
613;BorjaxS;Private;2015;Spain;
614;eMeR90;Private;2012;Poland;
615;Xalthur;Private;2009;Germany;
616;welovetocollect;Professional;2016;Germany;Albin Schlehahn Str. 11, 08547 Jößnitz, Germany
617;reumah;Private;2011;Spain;
618;Schimmelpopo;Private;2018;Germany;
619;Magic-Industria-61;Powerseller;2012;Spain;Calle Industria, 61, local, 08025 Barcelona, Spain
620;ArenaGamesDE;Professional;2015;Germany;Theresienstr. 11, Rückgebäude, 85049 Ingolstadt, Germany
621;fabfesta;Professional;2009;Netherlands;Burgemeester Marijnenlaan 28, 2585DP Den Haag, Netherlands
622;Ishan;Professional;2013;Croatia;Vlade Grozdanića 6, 51000 Rijeka, Croatia
623;TeamSpelEnMeer;Professional;2016;Netherlands;Dorpsstraat 86A, 2712AM Zoetermeer, Netherlands
624;lastdreamer87;Private;2008;Spain;
625;dfccg;Private;2012;Portugal;
626;Mulligans;Professional;2015;Netherlands;Libellenstraat 17, 6533RK Nijmegen, Netherlands
627;OblivionMTG;Professional;2016;Italy;Corso Caio Plinio 34, 10127 Torino, Italy
628;Nephren;Private;2012;Italy;
629;Gunnar2k8;Private;2008;Germany;
630;K3lla;Private;2008;Germany;
631;CollectiblesTrading;Professional;2019;Austria;Klausenbachstraße 26/20, 4040 Linz, Austria
632;Yufei;Private;2011;France;
633;Kernowjim;Private;2014;United Kingdom;
634;Yggzorn;Private;2019;Germany;
635;Piccio91;Private;2013;Italy;
636;Charly4785;Private;2017;Spain;
637;snabblars;Private;2016;Sweden;
638;Yamalesca;Private;2018;France;
639;Stefan-Laszkiewicz;Private;2020;Poland;
640;sundermeier;Private;2009;Germany;
641;czesctuariel;Professional;2018;United Kingdom;17/7 Lochend Park View, EH7 5FX Edinburgh, United Kingdom
642;Dunkler-Herrscher;Powerseller;2008;Germany;Habichtswaldweg 19, 64546 Mörfelden-Walldorf, Germany
643;PetrKikac;Private;2020;Czech Republic;
644;GRANDE-INVERNO;Professional;2020;Italy;Beato Cesidio 35, 67100 L'aquila, Italy
645;Ortrudzomfg;Private;2009;Germany;
646;MagaMercatino;Professional;2012;Italy;Via P. Borsellino 154, 22040 Alzate Brianza (Como), Italy
647;HatakeKakashi88;Private;2016;Germany;
648;corsi1996;Private;2016;Italy;
649;derboba;Private;2012;Germany;
650;steficTol;Private;2013;Czech Republic;
651;nickdejonge;Private;2020;Netherlands;
652;Tier1MTG;Professional;2019;Denmark;Vipperød Byvej 8A, 4390 Vipperød, Denmark
653;Guarida-Del-Dragon;Professional;2011;Spain;Maria Diaz de Haro 55 (local), 48010 Bilbao, Spain
654;Mythulro;Private;2017;Romania;
655;ritastochter;Private;2020;Germany;
656;Kirisame84;Private;2018;France;
657;dragonfall5;Professional;2018;United Kingdom;46 Parkside, BN43 6HA Shoreham-by-sea, United Kingdom
658;SwankyPants88;Private;2019;United Kingdom;
659;pedrodj78;Private;2020;Portugal;
660;EttoreMTG;Professional;2018;Italy;Via Fratelli Bandiera 26, 53036 Poggibonsi (Si), Italy
661;MrPete;Private;2015;Germany;
662;BeNsE;Private;2010;Germany;
663;Pangea;Private;2012;Spain;
664;monstersystem;Private;2016;Spain;
665;kahlan37;Private;2019;Netherlands;
666;Rishadan-Magic-Store;Professional;2016;Italy;Via G. A. Sartorio 31, 00147 Roma, Italy
667;Letalboro;Private;2016;Italy;
668;MagicPapa;Professional;2015;Germany;An der Alten Spinnerei 10, 83059 Kolbermoor, Germany
669;TCGEnterprise;Professional;2015;Italy;via molinetto 106, 31030 borso del grappa (TV), Italy
670;CerberusIT;Professional;2010;Italy;Via Presidio 18, 81031 Aversa (CE), Italy
671;gamersfinest;Professional;2018;Austria;Sebastian-Stöllner-Straße 1, 5020 Salzburg , Austria
672;MAGICSHOPITA;Private;2013;Italy;
673;ThreeForOne-AT;Powerseller;2012;Austria;Neulerchenfelder Straße 76, 1160 Wien, Austria
674;EspaceMagic;Professional;2012;France;26 place Xavier Bichat, 01450 Poncin, France
675;fischi1984;Private;2012;Germany;
676;slashrose;Private;2017;Portugal;
677;Brisk;Private;2019;Italy;
678;Robotomasas;Private;2019;Lithuania;
679;Deinvater18;Private;2008;Austria;
680;Jizreel;Private;2015;France;
681;Winsel;Powerseller;2007;Germany;Langemarckstr. 158, 28199 Bremen, Germany
682;MAGICPLANET;Powerseller;2012;Italy;Piazzale Marconi 37, 29121 Piacenza (PC), Italy
683;Oriented;Private;2016;Italy;
684;christianstrothjohann;Private;2013;Germany;
685;Stavesacre;Private;2018;Ireland;
686;Messicano;Private;2019;Finland;
687;YamiAlex1994;Private;2016;United Kingdom;
688;TimmeyOne;Private;2015;Germany;
689;RMP1982;Private;2018;Netherlands;
690;Pernacchianda;Private;2015;Italy;
691;PeloutseMtG;Professional;2016;Greece;Kountouriotou 49, 11146 Athens, Greece
692;Crosis88;Private;2015;Germany;
693;axanathos;Private;2010;Germany;
694;JoannaDark;Private;2019;Poland;
695;Schnapsl;Private;2009;Germany;
696;Vansguy-DE;Professional;2018;Czech Republic;Politickych Veznu 842/4, 25262 Horomerice, Czech Republic
697;RDeschain;Private;2018;Germany;
698;nantukozerox;Private;2016;Netherlands;
699;magnapoli;Private;2016;Italy;
700;Trapper99;Private;2016;Germany;
701;PaulAndr;Private;2020;Belgium;
702;Blaze241;Private;2014;Germany;
703;flosar71;Private;2021;Spain;
704;Tueben;Private;2013;Germany;
705;RagnarNagato;Private;2018;Spain;
706;Annie1983;Private;2021;Poland;
707;riper91;Private;2019;Portugal;
708;Uncraft;Private;2018;France;
709;Scarecrows;Private;2018;Italy;
710;Teenwolf;Private;2009;Spain;
711;VentorII;Private;2014;Austria;
712;metti1985;Private;2011;Germany;
713;GameForce;Professional;2014;Netherlands;Visserstraat 18A, 5612BT Eindhoven, Netherlands
714;VintageCollectors;Powerseller;2019;Italy;Vintage Collectors, 40125 Bologna (ITALY), Italy
715;Troedel;Private;2011;Germany;
716;RickOttaro;Private;2020;Italy;
717;Giantian;Private;2012;Ireland;
718;Mercenary027;Private;2018;United Kingdom;
719;Weltenwache;Private;2016;Germany;
720;Dijkstra;Private;2017;Netherlands;
721;Platzer;Private;2020;Czech Republic;
722;Krokar;Private;2017;Slovenia;
723;minimagic;Private;2017;Austria;
724;JaySmalls;Private;2016;Germany;
725;CaronteFCB;Private;2018;Spain;
726;Elucidator;Private;2013;Germany;
727;crying;Private;2013;Switzerland;
728;Darkmattergun;Private;2013;Germany;
729;Efe-Flatline;Private;2018;Germany;
730;MtgUtility;Private;2014;Italy;
731;TheCronoX;Private;2015;Portugal;
732;Malthe14;Private;2019;Denmark;
733;biber;Professional;2008;Germany;Im Brande 4, 30926 Seelze, Germany
734;xenesaltones;Private;2012;United Kingdom;
735;Kapelusznik;Private;2019;Poland;
736;MysticShop;Professional;2012;Czech Republic;Jana Palacha 1636, 27201 Kladno, Czech Republic
737;cardgalaxy;Professional;2016;Germany;Stöckmannstrasse 65, 46045 Oberhausen, Germany
738;GamersAcademy;Professional;2014;Austria;Bahnstrasse 11, 2540 Bad Vöslau, Austria
739;Makre;Private;2015;Germany;
740;MTGcardmarket01;Private;2015;Spain;
741;Sichiro;Private;2017;Greece;
742;Goat-enterprise;Powerseller;2014;Netherlands;Dorpsdijk 143, 3161CA Rhoon, Netherlands
743;Itaca;Powerseller;2016;Spain;Blasco de Garay 15, Local 1, 28015 Madrid, Spain
744;DUAL-GAMES;Powerseller;2013;Spain;Calle Acisclo Diaz 5 bajo, 30005 Murcia, Spain
745;Card-Trader24;Professional;2019;Germany;Friedrichstraße 5a, 32791 Lage, Germany
746;taikocomics;Professional;2009;Spain;C/ Sant Jaume nº 73 (local), 08401 Granollers, Spain
747;ludo54;Private;2016;France;
748;WinTheGame;Private;2011;Germany;
749;Failster;Private;2013;Germany;
750;gao6979;Private;2018;Spain;
751;Figurasdeplomo;Professional;2013;Spain;C/ San Payo , Nº12 , 1º A, 32001 Orense, Spain
752;WouterDS;Private;2016;Belgium;
753;Zombiepartyuk;Professional;2018;United Kingdom;13 woodland way, , G67 2BE Cumbernauld, United Kingdom
754;crabouille;Private;2014;France;
755;Raptorius;Private;2017;France;
756;FLouro;Private;2016;Portugal;
757;Jbonta;Private;2019;Switzerland;
758;Venarch;Private;2016;Germany;
759;CORP-F;Professional;2019;France;Balbronn 87, 67200 Strasbourg, France
760;Aaages;Private;2019;Austria;
761;flamberg;Professional;2010;Poland;Mickiewicza 3, 40-092 Katowice, Poland
762;arctis;Private;2017;Germany;
763;Mordor;Professional;2010;Greece;Kondili 7, 15122 Marousi, Greece
764;PlanarGate;Professional;2013;Poland;Gorna 16/11, 81-438 Gdynia, Poland
765;DeMagicMarkt;Professional;2014;Netherlands;Charles Petitweg18, 4827hj Breda, Netherlands
766;MrMirari;Private;2013;Germany;
767;82chrisj;Private;2019;Germany;
768;jorHere;Private;2014;Netherlands;
769;mrfingers123;Private;2013;Netherlands;
770;Dieuxx621;Private;2012;France;
771;DantessCardss;Private;2020;Italy;
772;TrueNeckbeardCards;Private;2021;United Kingdom;
773;Sailorsgrave91;Private;2021;United Kingdom;
774;BlackSkorpio;Professional;2018;France;Appartement 21 étages 2 , 73000 Chambéry, France
775;Blackdragon94;Private;2009;Germany;
776;ilcovodelnerd;Professional;2014;Italy;viale michelangelo 133, 71122 foggia, Italy
777;BuyWithConfidence;Professional;2018;Italy;Via G.Piroli 2\B, 29029 Niviano di Rivergaro (PC), Italy
778;tiburonapu;Private;2011;Spain;
779;maquilleida;Professional;2012;Spain;calle pallars 22 bajos, 25004 Lleida, Spain
780;SMC1;Private;2010;Germany;
781;OstfrieseMM;Private;2011;Germany;
782;OlivierR;Private;2016;France;
783;MeiOPanda;Private;2019;Germany;
784;SergiRL;Private;2017;Spain;
785;Morgo1;Private;2018;Germany;
786;Seath;Private;2018;Germany;
787;Zicral;Private;2018;France;
788;SynMaple;Private;2019;Germany;
789;Morigal;Professional;2019;Poland;Św. Wojciecha 10, 43-600 Jaworzno, Poland
790;Method999;Professional;2008;Germany;Brandweiher 38, 92637 Weiden, Germany
791;Erschonwieder;Professional;2019;Germany;Gladenbacher Weg 51, 35037 Marburg, Germany
792;gatheringka;Private;2019;Spain;
793;Dudas999;Private;2019;Portugal;
794;WatHaddaDa;Professional;2020;Germany;Von-Einem-Str. 70, 45130 Essen, Germany
795;nic222k;Private;2017;United Kingdom;
796;Henchmans;Professional;2017;United Kingdom;9 New Sporle Road, PE37 7JD Swaffham, United Kingdom
797;Dax-Cardstore;Professional;2012;Germany;Teerosenweg 31, 22177 Hamburg, Germany
798;Ichiban-Cards;Professional;2016;Spain;C/guadalupe n6 bajo b, 28931 Mostoles (Madrid ), Spain
799;parkage;Powerseller;2012;France;25 rue geoffroy st hilaire, 75005 PARIS, France
800;Cartapapa-GP;Powerseller;2018;France;21 Rue Des étuves, 34000 MONTPELLIER, France
801;Cardexchange;Powerseller;2012;Netherlands;Nassaustraat 35, 4241AJ Arkel, Netherlands
802;Parence-com;Professional;2014;France;7 Rue Des Drapiers, 76600 Le Havre, France
803;The-FOW-Store;Powerseller;2016;Spain;Apartado Postal 116, 28523 Rivas-Vaciamadrid, Spain
804;BattleBearTCG;Powerseller;2015;Germany;Schubertstrasse 35, 67655 Kaiserslautern, Germany
805;toycastle-D;Powerseller;2011;Austria;Kirschentheuer 51, 9162 Strau, Austria
806;Icarusjocs-BCN;Professional;2015;Spain;Salvador Espriu nº2, 08380 malgrat de mar, Spain
807;Wolrad;Private;2009;Germany;
808;cavernedujeu;Professional;2018;France;5 rue schuman, 62215 oye plage, France
809;Triplacegames;Professional;2017;Portugal;Rua do mirante 11-A, R/C, 2910-609 setubal, Portugal
810;TheJokerUtrecht;Private;2017;Netherlands;
811;Tydus;Private;2013;Germany;
812;evilarroyo;Private;2017;Spain;
813;Jan53;Private;2012;Germany;
814;onbewust;Private;2013;Belgium;
815;kanosc;Private;2017;Spain;
816;Dadue2000;Private;2015;Switzerland;
817;WalterWKrijthe;Private;2013;Netherlands;
818;Timmys-Emporium;Private;2018;Netherlands;
819;grednight;Private;2012;Portugal;
820;vanDeluxe89;Private;2020;Germany;
821;VaeterchenRost;Private;2018;Austria;
822;Watthe;Private;2019;Switzerland;
823;lquentin;Private;2015;France;
824;Lockhe;Private;2015;France;
825;McPwn;Private;2017;Switzerland;
826;SEGDT;Private;2017;France;
827;mudds;Private;2019;United Kingdom;
828;Afily;Private;2015;Poland;
829;Sunoseno;Private;2015;Germany;
830;magicworld58;Private;2012;Germany;
831;POOL4YOU;Powerseller;2010;Spain;C/ Padre Recaredo de los Rios 52, local 6 izquierda, 03005 ALICANTE, Spain
832;STARDUSTSHOP;Powerseller;2008;Germany;Zeppelinstr. 99, 70193 Stuttgart, Germany
833;womantrader;Professional;2018;Italy;Mario Fani, 109, 00135 Roma, Italy
834;Zauberland-Spiele;Professional;2018;Germany;Grünental 2, 58579 Schalksmühle, Germany
835;MtgHistory;Powerseller;2016;Italy;Via Caduti del Lavoro 52, 06124 Perugia, Italy
836;Kinglui272;Private;2009;Germany;
837;millmtg;Private;2016;Portugal;
838;OoneroxoO;Private;2018;Germany;
839;Hismageil;Private;2012;France;
840;robledotiedra;Private;2008;Spain;
841;kraxo;Private;2010;Austria;
842;Snapcaster-FR;Professional;2020;France;48 Bis Avenue De La Colombière, 69360 St Symphorien D'Ozon, France
843;wolf12;Private;2016;Finland;
844;KarelKopriva;Private;2018;Czech Republic;
845;vibue;Private;2015;Switzerland;
846;Mtdna666;Private;2018;Switzerland;
847;Graufang;Private;2011;Germany;
848;Profitis7;Private;2015;Cyprus;
849;antoct1991;Private;2019;Italy;
850;Ipari1993;Private;2019;Hungary;
851;SenseisDiviningShop;Professional;2015;Finland;Näsilinnankatu 15 A 1, 33210 Tampere, Finland
852;D6ffjssy6;Private;2019;Germany;
853;TrulyAwesome;Private;2014;Austria;
854;Garlant;Private;2019;Austria;
855;Hoerni;Private;2018;Germany;
856;Flo33333;Private;2017;Switzerland;
857;Fantasia-Shop;Professional;2018;Germany;Werastrasse 114, 72764 Reutlingen, Germany
858;ruicasasnovas;Professional;2008;Portugal;Rua Rainha D. Amelia Lote 47 3ºDto, 2675-469 Odivelas, Portugal
859;Necrostation;Private;2018;Germany;
860;Mirk4523;Private;2015;France;
861;ToBoT2007;Private;2013;Germany;
862;alzi82;Private;2017;Germany;
863;Trago;Private;2012;Germany;
864;Tradingcardgames;Professional;2016;Germany;Schönfelder Weg 46, 42699 Solingen, Germany
865;K4mpfsch4f;Private;2015;Austria;
866;fumettopoli;Professional;2016;Italy;Via Piave 24, 52100 Arezzo, Italy
867;LocalProCards;Professional;2012;Greece;Kifisia Solomou Solomou 4, 54248 Thessaloniki, Greece
868;Balabuschka;Professional;2012;Germany;Pferdemarkt 20, 18273 Güstrow, Germany
869;Kartenhaus;Professional;2008;Germany;David Morgenstern Weg 19, 91056 Erlangen, Germany
870;Gridlok;Private;2013;Poland;
871;robneme;Private;2009;Spain;
872;bigup;Private;2009;Germany;
873;Schmeyer;Private;2009;Germany;
874;ACAlterations;Private;2012;Germany;
875;Mtgmadness;Private;2018;United Kingdom;
876;dutchforce85;Private;2013;Netherlands;
877;DeDobbelsteen;Professional;2019;Netherlands;Vughterstraat 56, 5211GK 's-Hertogenbosch, Netherlands
878;Keule;Private;2012;Germany;
879;neivals;Private;2013;Spain;
880;Steverino;Private;2019;Germany;
881;ElMusso;Private;2018;Switzerland;
882;fallacox;Private;2019;France;
883;Abari2309;Private;2020;United Kingdom;
884;zwahle;Private;2018;Switzerland;
885;Spellslingers;Powerseller;2016;Norway;Grendeveien 28b, 3188 Horten, Norway
886;LeYAN1001;Private;2021;France;
887;Fogg-Bank;Private;2017;United Kingdom;
888;Levodin;Professional;2010;Spain;Avenida Francesc Macia 55 3º2º, 08921 Santa Coloma de Gramenet, Spain
889;DirtyErnie;Private;2015;Poland;
890;CardPlanetAustria;Powerseller;2011;Austria;Albersdorf 419/3, 8200 Albersdorf-Prebuch, Austria
891;RetroMagic;Powerseller;2015;Belgium;Petunialaan 24, 8400 Oostende, Belgium
892;Gijoe;Private;2012;Portugal;
893;Moxopal;Private;2016;Italy;
894;Zoran83;Private;2017;Belgium;
895;MascagniMTG;Professional;2019;Italy;Via Luigi Cherubini 35, 50052 Certaldo (Fi), Italy
896;mtgcloux;Professional;2018;France;2 Allée Pierre Et Marie Curie, 91620 NOZAY, France
897;danstrike;Private;2014;Greece;
898;CardRooster;Professional;2019;France;286 rue Vendôme, 69003 Lyon, France
899;munuaal;Private;2015;Spain;
900;Woolve;Private;2011;Germany;
901;TiagoAmaral53;Private;2019;Portugal;
902;trauni;Private;2010;Austria;
903;JANT34;Private;2012;Spain;
904;TolarianAcademy;Professional;2014;Italy;Via Perosina 3, 65010 Spoltore, Italy
905;CaptainPlanet94;Private;2017;Germany;
906;Goldgeckoguy;Private;2012;Germany;
907;eres;Private;2009;Spain;
908;Sicness;Private;2013;Romania;
909;Ajag74;Private;2018;Germany;
910;MiguelX19;Private;2016;Portugal;
911;Boxato;Private;2016;Germany;
912;MTGshop-NL;Professional;2014;Netherlands;Jankushofstraat 15, 6002CV Weert, Netherlands
913;NK218;Private;2015;Germany;
914;Mr-Pirilampo;Private;2011;Portugal;
915;Bumblebeez;Private;2017;Netherlands;
916;Naicigam;Private;2020;Netherlands;
917;Anesteria;Private;2017;Netherlands;
918;ManaBrain;Private;2019;Germany;
919;Fima23;Private;2018;Czech Republic;
920;timondml;Private;2010;Netherlands;
921;Schlamarcel;Professional;2015;Germany;Hamburger Str. 45a, 21244 Buchholz, Germany
922;Lukse;Professional;2012;United Kingdom;139 Manchester Road, CW9 7EN Northwitch, United Kingdom
923;alle008;Private;2017;Italy;
924;eli1;Powerseller;2008;Austria;Untertellenmoos 18a, 6858 Schwarzach, Austria
925;HallofGames;Professional;2019;Germany;Martinstr. 10, 06108 Halle, Germany
926;Montilian;Professional;2014;Germany;Am Aschweg 4b, 85114 Buxheim, Germany
927;yasi18;Private;2015;Germany;
928;SrGrin;Private;2011;Spain;
929;Gundalfinho;Private;2020;Czech Republic;
930;athanbak;Private;2019;United Kingdom;
931;acidedge;Private;2017;Austria;
932;Oadin;Private;2018;Belgium;
933;punisher2502;Private;2012;Germany;
934;Paperella;Private;2018;Italy;
935;JustJosh;Private;2019;United Kingdom;
936;ALBY1959;Private;2021;Italy;
937;Gidion;Private;2015;Germany;
938;devric;Professional;2013;Portugal;Rua Antonio Feliciano Castilho n 298, 4430-307 Vilar do Andorinho, Portugal
939;redribbon83;Private;2014;Italy;
940;Dracarysviterbo;Professional;2015;Italy;Via Galvani 38 C, 01100 Viterbo (VT), Italy
941;Rukaaaaaa;Private;2012;Portugal;
942;Pudelkolobrzeg;Private;2019;Poland;
943;Rippersoan;Private;2018;Greece;
944;TierraMedia;Powerseller;2010;Spain;Plaza Madre de Dios 12 - Bajo Local 1-B, 11401 Jerez de la Frontera, Spain
945;Holzi1701;Private;2009;Austria;
946;Killbene;Professional;2014;Germany;Nauroderstraße 9B, 65191 Wiesbaden, Germany
947;Daithicuts;Private;2017;Ireland;
948;Knosli;Private;2018;Switzerland;
949;tigre90;Private;2018;Italy;
950;legenda;Private;2015;Slovenia;
951;HappyMagicB0b;Private;2016;Norway;
952;mortymcfly;Private;2018;Germany;
953;Mtgbill974;Private;2017;France;
954;tulppu;Private;2010;Finland;
955;WhatTheFreak;Professional;2018;Spain;Pasaje Armando Nº2, 29670 San Pedro De Alcantara, Spain
956;Gondorman;Private;2016;France;
957;Eurekagames;Powerseller;2009;Spain;ALUCHE - MADRID, 28024 MADRID, Spain
958;MythicCardboard;Professional;2016;United Kingdom;BA4 4FS Shepton Mallet, United Kingdom
959;Magictraders;Private;2017;Denmark;
960;Flamadiddle;Private;2015;Portugal;
961;PzychoL;Private;2016;Poland;
962;Hellkeeper76;Private;2012;Germany;
963;PayDay952;Private;2017;Germany;
964;dakkon;Private;2010;Italy;
965;MKMcEDH;Private;2019;Germany;
966;Tripitz;Private;2017;Austria;
967;InSertS;Private;2012;Luxembourg;
968;raelan;Private;2018;Italy;
969;WolfOfFirePT97;Private;2021;Portugal;
970;BulldogCardTraders;Professional;2015;United Kingdom;8 Wentbridge Path, WD6 4ET Borehamwood, United Kingdom
971;Vatsana;Private;2019;Belgium;
972;Boekie;Private;2011;Belgium;
973;Toots;Private;2013;Netherlands;
974;jajasei;Private;2017;Germany;
975;Rochester-Cube;Private;2009;Germany;
976;L3uCh7f3u3r;Private;2017;Germany;
977;SushieH;Private;2018;Germany;
978;VeggieWombat;Private;2012;France;
979;zuzu-Fantasia;Powerseller;2015;Italy;Viale Trento 77, 38068 Rovereto, Italy
980;Wullehamda;Private;2017;Germany;
981;DemigodofRats;Private;2017;Germany;
982;Beale;Private;2018;Spain;
983;andrenovo11;Private;2018;Portugal;
984;nohman;Private;2017;Belgium;
985;IsolatedSystem;Private;2017;France;
986;Chaosbaer98;Private;2018;Austria;
987;Andrej26;Private;2019;Slovakia;
988;Ludicon;Professional;2012;Spain;Marques de Fonsanta, 76, 07005 Palma de Mallorca, Spain
989;LevelOne;Private;2013;Germany;
990;MrBringyourlight;Private;2015;Switzerland;
991;inGenio;Professional;2011;Spain;Passeig de Sant Joan, 16, Local 4, 08010 Barcelona, Spain
992;LegendofMagic;Professional;2015;Switzerland;Drillweg, 3, 5036 Oberentfelden, Switzerland
993;DeadWalter;Private;2010;Switzerland;
994;makavi;Private;2020;Austria;
995;eltanque;Private;2013;Germany;
996;voodoo-pt;Powerseller;2011;Portugal;Rua Mário Cesariny , Urb Quinta da Maia, 3375 Loja 2 , 4760-010 Vila Nova de Famalicão, Portugal
997;Ascardix;Private;2021;Belgium;
998;RedTiger;Private;2016;Germany;
999;thenewgozoku;Private;2013;Greece;
1000;quetzalcoatl;Private;2014;United Kingdom;
1001;Marjanne;Professional;2014;Netherlands;Grote Straat 57, 6181NT Elsloo, Netherlands
1002;Caraxapa;Private;2018;Spain;
1003;JLK94;Private;2015;Germany;
1004;johannes236551;Private;2014;Germany;
1005;L1z1x-Mindnet;Private;2016;Germany;
1006;DerZonk;Private;2014;Germany;
1007;Plm0828;Private;2018;France;
1008;Benadrei;Private;2011;France;
1009;HeroesSmoker;Private;2018;Italy;
1010;vizzer;Private;2009;Portugal;
1011;douglasmacleod;Private;2017;United Kingdom;
1012;MultiversoRaziel;Private;2019;Italy;
1013;eros8118;Private;2016;United Kingdom;
1014;phips444;Private;2017;Austria;
1015;Xtran;Private;2017;Netherlands;
1016;Castellana;Private;2015;Spain;
1017;Artictoast;Private;2017;Sweden;
1018;willaert;Private;2008;Belgium;
1019;GoblinTorino;Private;2018;Italy;
1020;Eventwin13;Private;2016;France;
1021;Manborg;Private;2018;Germany;
1022;benny2109;Private;2011;Germany;
1023;mountainwalk;Private;2010;Spain;
1024;Aripet;Private;2008;Spain;
1025;luckystrike23;Private;2016;Germany;
1026;Boba26;Private;2018;Germany;
1027;mezzmerize89;Private;2013;Germany;
1028;Jeezoo;Private;2017;France;
1029;NearMintCards;Private;2021;France;
1030;Bombeinfaccia;Private;2020;Germany;
1031;Cippus;Private;2018;Italy;
1032;krotenkoker;Private;2017;Netherlands;
1033;Benuchemp;Private;2016;Switzerland;
1034;ptitnico;Private;2014;France;
1035;SangSombre;Private;2018;France;
1036;Carth;Private;2019;Luxembourg;
1037;failx007;Private;2018;Austria;
1038;Mc-Fresh-D;Private;2010;Germany;
1039;Top-Austria;Private;2017;Austria;
1040;Zen2ph;Private;2017;Germany;
1041;SnowManLFC;Private;2018;Germany;
1042;kunzkunz;Private;2018;Germany;
1043;Smugglcptr;Private;2017;United Kingdom;
1044;Kaukei;Private;2014;Germany;
1045;Gazcards;Private;2021;United Kingdom;
1046;Kevin-Sengir;Private;2015;Germany;
1047;MagicM;Private;2010;Germany;
1048;MaxMasters;Professional;2018;Germany;Rurstraße 7, 53919 Weilerswist, Germany
1049;DildoSchwaggin;Private;2020;Austria;
1050;Yeoldevault;Private;2020;Italy;
1051;PowerP;Private;2018;Switzerland;
1052;sboemble;Professional;2010;Germany;Hermsdorfer Straße 1, 04741 Roßwein OT Mahlitzsch, Germany
1053;Panda;Private;2010;Germany;
1054;AsherSummers;Private;2013;United Kingdom;
